Air Quality,Water Quality,Earthquake Risk,Forest Fire Risk,Flooding Risk,Pollution Risk,Insurance Cost,Company
61,41,18,77,68,33,1138,The Co-operators
38,45,85,77,8,90,2322,Allstate
30,19,26,72,48,85,2211,The Personal
3,29,75,4,85,23,3021,The Personal
36,97,61,71,0,28,3467,Economical Insurance
2,21,76,39,56,47,1681,Belairdirect
1,49,100,39,18,50,2727,Belairdirect
100,1,97,64,54,24,3560,The Co-operators
81,62,89,47,38,13,2249,Johnson Insurance
15,76,22,7,18,40,2105,Allstate
40,69,23,17,88,16,1231,Economical Insurance
12,17,44,62,23,72,2899,The Co-operators
24,51,38,72,87,10,3313,Johnson Insurance
41,89,29,67,56,44,2477,Allstate
50,55,35,23,5,10,2639,Belairdirect
83,13,54,95,91,79,1215,Allstate
39,57,79,64,33,28,1221,Belairdirect
48,74,78,96,7,19,1298,Economical Insurance
84,14,64,92,94,28,2234,Intact Insurance
44,66,26,35,37,73,2123,Intact Insurance
53,98,53,96,45,4,3553,Intact Insurance
84,96,69,86,60,26,2833,Johnson Insurance
23,51,80,94,63,80,2399,Intact Insurance
78,60,20,56,62,61,1352,The Personal
35,58,13,5,55,91,2091,The Personal
53,60,60,14,65,68,3294,The Personal
77,6,22,40,12,95,1917,Belairdirect
20,86,1,73,53,98,2138,Allstate
34,9,62,49,1,32,2405,Intact Insurance
18,57,97,18,28,73,2204,Intact Insurance
5,85,31,78,64,55,1304,Allstate
7,60,19,61,33,36,1525,Belairdirect
96,65,28,37,6,1,1069,The Co-operators
12,91,97,24,77,15,1502,The Personal
78,78,28,42,32,40,2188,The Co-operators
89,16,59,29,5,41,2383,The Personal
81,31,97,90,59,45,1402,Belairdirect
98,99,38,88,69,23,2574,Allstate
79,96,33,93,74,46,1801,The Personal
85,16,8,14,30,15,1716,Economical Insurance
18,26,11,54,64,42,2777,The Personal
23,82,24,5,5,21,3284,Allstate
53,0,39,32,11,92,2282,Belairdirect
88,31,14,53,5,17,1746,The Co-operators
99,81,83,12,70,92,2659,Intact Insurance
41,18,1,7,48,68,1590,The Personal
42,80,95,44,56,33,2670,The Personal
25,78,20,1,36,86,2408,Johnson Insurance
89,24,30,27,78,51,1229,The Personal
83,62,53,87,89,32,1412,Economical Insurance
52,29,12,0,93,79,1222,Economical Insurance
58,86,34,68,45,41,1893,The Personal
1,74,22,44,93,13,1135,Allstate
24,11,93,80,38,50,2354,The Co-operators
67,90,82,44,20,26,2135,The Personal
79,70,20,37,70,19,1911,Intact Insurance
23,45,17,25,31,21,2725,Intact Insurance
35,38,36,50,64,30,2079,Belairdirect
69,86,94,19,75,19,3565,Johnson Insurance
47,77,29,59,18,68,2408,Allstate
3,5,36,52,39,53,1876,Economical Insurance
84,3,73,55,40,68,2372,Johnson Insurance
46,25,10,36,1,3,2239,Belairdirect
22,84,46,99,56,23,1611,Intact Insurance
49,62,33,3,73,1,2931,Intact Insurance
92,39,23,70,51,74,3116,Allstate
17,56,59,46,68,99,2002,Belairdirect
40,71,73,45,16,45,2603,Allstate
57,21,8,65,10,18,2093,Belairdirect
77,83,18,73,77,71,1887,Intact Insurance
45,84,10,65,3,45,2262,Intact Insurance
57,69,80,16,45,79,3340,The Co-operators
48,9,22,94,89,0,3177,The Co-operators
64,98,21,10,1,82,3166,Belairdirect
92,40,50,69,24,53,1610,Johnson Insurance
48,21,9,50,15,24,2278,The Personal
31,66,44,77,40,59,2575,Allstate
25,49,37,18,8,10,2173,Johnson Insurance
42,69,9,86,80,67,2401,Intact Insurance
56,49,45,5,18,64,2114,Johnson Insurance
62,17,33,36,97,76,3124,Economical Insurance
29,80,6,99,63,41,1105,The Personal
20,78,32,78,2,2,3151,Johnson Insurance
10,18,92,98,4,90,2545,Economical Insurance
25,27,7,7,25,36,1878,The Co-operators
64,49,58,38,55,13,1149,Allstate
67,25,42,28,72,19,1372,Belairdirect
55,62,7,36,5,22,1930,Intact Insurance
76,83,3,96,23,10,1318,The Co-operators
95,61,37,60,39,27,2565,The Personal
84,68,83,34,4,10,1771,Economical Insurance
83,12,60,18,57,99,1154,Johnson Insurance
76,99,39,53,5,13,1979,Allstate
38,64,95,3,91,18,1780,The Co-operators
38,74,9,73,26,67,1693,The Co-operators
3,14,12,79,87,86,1603,The Co-operators
57,94,12,57,38,10,2422,The Co-operators
100,56,48,0,38,60,2205,Allstate
30,31,21,85,33,29,1255,Belairdirect
94,94,27,83,3,44,2084,The Co-operators
16,67,64,42,8,95,2788,The Co-operators
69,55,29,8,29,39,3283,Allstate
28,58,71,80,1,43,1775,Economical Insurance
38,26,96,52,88,8,3035,The Personal
42,18,48,0,17,71,2768,Johnson Insurance
22,4,71,70,72,19,1347,Belairdirect
76,78,81,44,98,77,2239,Belairdirect
86,70,18,85,10,82,1874,Intact Insurance
36,41,23,25,32,86,2915,Belairdirect
41,13,18,14,6,62,2785,Economical Insurance
98,28,66,49,21,21,2485,The Co-operators
19,83,21,70,91,12,1271,The Co-operators
96,39,85,92,73,26,2995,Economical Insurance
44,42,85,62,81,63,3395,Johnson Insurance
53,55,93,91,89,91,2611,The Co-operators
54,72,68,94,90,72,1144,The Co-operators
22,34,42,22,18,7,2944,Johnson Insurance
27,18,38,22,69,17,3093,Intact Insurance
77,59,36,90,26,37,2243,Economical Insurance
82,83,96,8,78,62,2340,Johnson Insurance
20,66,16,99,51,66,1552,The Personal
42,60,30,2,25,60,1972,Allstate
16,84,90,86,75,99,1782,Johnson Insurance
77,40,12,34,30,72,3018,Economical Insurance
60,100,34,11,75,36,3591,Allstate
74,95,65,70,94,63,2244,The Co-operators
36,39,66,17,20,25,1020,Economical Insurance
82,11,27,22,23,13,2165,Johnson Insurance
21,100,76,63,92,74,3307,Johnson Insurance
96,100,27,50,91,73,2115,The Co-operators
26,76,34,14,77,81,2517,The Personal
6,91,20,81,92,5,3247,Johnson Insurance
70,81,41,58,1,13,1620,Economical Insurance
83,58,58,96,44,97,2751,Allstate
29,63,7,3,84,27,1175,Intact Insurance
95,8,62,18,80,6,2262,Allstate
91,12,28,44,89,48,2750,Belairdirect
35,75,83,56,93,2,2621,The Co-operators
85,37,28,19,8,28,2874,Economical Insurance
20,91,86,65,18,88,1705,Allstate
21,10,6,0,100,20,1665,Belairdirect
46,18,56,36,81,35,3015,Economical Insurance
75,9,13,71,62,5,1687,Economical Insurance
78,69,20,34,13,85,1472,The Personal
45,61,24,24,30,32,1314,Allstate
19,48,24,35,18,40,2800,The Personal
24,12,9,30,32,72,1590,The Personal
77,43,17,43,97,57,1143,Allstate
88,88,4,74,71,37,1671,Johnson Insurance
57,97,11,76,22,59,3212,Johnson Insurance
60,59,70,64,6,63,1906,Intact Insurance
12,44,39,52,39,76,1946,Intact Insurance
26,85,82,84,44,75,1133,The Co-operators
96,24,39,77,66,83,2322,Economical Insurance
36,13,54,36,7,73,2489,The Co-operators
71,89,57,38,9,79,1299,The Co-operators
66,9,52,23,62,27,1312,Allstate
48,59,25,96,1,57,3017,The Personal
35,92,75,77,70,50,3081,The Co-operators
56,75,26,58,58,16,1149,Allstate
79,32,76,80,90,22,1395,Belairdirect
94,32,97,23,25,1,2554,Johnson Insurance
82,33,50,89,90,96,3126,The Personal
46,44,31,69,3,51,3099,Economical Insurance
70,89,47,81,96,97,2506,The Personal
30,2,12,19,45,89,2198,Intact Insurance
44,63,67,48,66,59,2725,The Co-operators
71,81,10,31,5,86,2362,Johnson Insurance
90,20,33,17,100,87,2013,Belairdirect
93,74,73,26,27,22,3445,Allstate
46,54,74,44,56,90,2794,The Personal
64,76,82,21,72,68,3490,Intact Insurance
1,67,44,37,71,41,1026,Economical Insurance
35,17,63,85,15,42,2626,The Co-operators
49,53,58,83,100,51,2018,Economical Insurance
50,11,18,8,100,92,3164,Belairdirect
35,69,84,58,90,20,1130,The Co-operators
74,16,53,76,78,91,3520,Allstate
12,88,23,42,86,68,1668,The Co-operators
56,48,6,54,99,80,3336,The Co-operators
48,79,24,39,96,65,1410,Economical Insurance
54,38,48,76,59,81,1438,The Personal
18,93,19,64,2,72,1143,Belairdirect
75,86,81,5,61,69,3574,Intact Insurance
82,86,63,59,58,53,2798,The Co-operators
42,68,15,100,30,60,2517,Johnson Insurance
20,89,51,74,69,62,2418,Belairdirect
31,52,93,62,28,83,1214,Economical Insurance
34,99,20,34,68,34,2824,Allstate
5,65,6,9,41,56,2831,The Co-operators
85,87,6,75,60,83,1583,Economical Insurance
1,90,17,32,80,53,1219,Economical Insurance
51,60,72,17,33,15,3013,Johnson Insurance
20,31,53,76,52,34,2209,Intact Insurance
99,92,58,27,91,23,1180,Economical Insurance
91,74,52,71,75,52,1759,Johnson Insurance
46,91,94,6,73,32,2524,Allstate
58,93,54,85,96,30,2308,The Co-operators
44,43,34,58,81,90,2452,Belairdirect
79,58,68,35,79,62,1738,Belairdirect
66,23,53,38,44,55,1409,Allstate
30,4,37,77,98,87,1532,Allstate
37,70,38,96,51,5,1080,Allstate
69,58,63,63,71,84,1280,Allstate
80,73,44,66,81,61,1804,Intact Insurance
21,58,40,1,96,79,1979,Belairdirect
25,75,35,12,39,28,2292,Economical Insurance
95,43,97,27,25,28,1968,Intact Insurance
46,87,3,33,25,14,1040,Allstate
90,61,40,55,8,19,1048,The Co-operators
70,99,28,74,31,92,1499,Allstate
89,77,75,78,24,98,3185,Intact Insurance
77,17,25,92,3,14,2457,Economical Insurance
58,71,29,99,5,54,2575,Economical Insurance
74,71,53,12,74,9,2778,Belairdirect
17,54,29,13,4,16,2372,Economical Insurance
99,0,56,99,57,76,1913,Allstate
18,91,58,53,95,53,2530,Economical Insurance
72,59,8,45,22,14,1723,Intact Insurance
38,92,66,78,29,33,2595,Johnson Insurance
83,97,28,10,77,37,1370,Johnson Insurance
88,71,74,48,24,50,2462,Intact Insurance
35,47,20,39,21,46,2309,The Personal
20,30,95,76,34,22,3047,Intact Insurance
61,74,51,79,76,24,3061,Belairdirect
2,92,16,29,25,0,1534,Economical Insurance
33,1,15,75,13,2,2106,Allstate
81,41,27,53,48,27,2063,Economical Insurance
9,19,80,100,63,86,3474,The Personal
80,0,73,6,9,13,1499,The Co-operators
100,21,47,44,55,70,1377,Johnson Insurance
47,27,86,19,6,60,1396,Johnson Insurance
1,93,92,82,19,93,2432,Belairdirect
23,94,35,7,96,94,3266,Belairdirect
50,59,36,59,36,97,2043,Intact Insurance
3,31,77,34,7,26,2778,Economical Insurance
30,9,56,45,92,60,2813,Intact Insurance
13,66,53,46,76,59,3535,The Co-operators
74,58,51,100,7,10,2925,Johnson Insurance
2,19,57,60,70,16,2063,Intact Insurance
50,16,7,54,98,17,1960,Economical Insurance
8,1,23,47,34,9,1260,Belairdirect
9,22,7,69,9,28,2319,Belairdirect
11,92,41,11,4,78,2646,The Co-operators
90,81,7,49,18,21,2122,Johnson Insurance
30,69,29,96,91,35,2549,Belairdirect
66,53,78,83,49,7,3248,Belairdirect
48,16,89,81,93,74,1344,Belairdirect
100,43,0,27,37,5,2730,Economical Insurance
6,9,46,93,12,16,1791,Belairdirect
21,28,15,49,66,9,1163,Allstate
73,55,71,22,69,76,1604,The Co-operators
96,38,54,39,48,54,3146,The Personal
72,3,46,29,38,75,3407,The Co-operators
97,71,20,79,54,74,2767,Johnson Insurance
95,89,57,63,65,14,2967,Allstate
69,25,48,32,22,100,1069,Allstate
15,49,17,23,85,29,1716,Economical Insurance
0,18,35,97,14,20,1211,Belairdirect
24,16,99,38,14,9,2060,The Co-operators
65,41,23,54,24,75,2269,Allstate
66,80,100,12,25,94,3136,Allstate
36,56,69,3,79,80,2098,Intact Insurance
9,28,15,34,29,48,3034,Johnson Insurance
64,58,57,38,94,75,2535,Johnson Insurance
35,61,41,66,74,37,2776,The Personal
14,29,80,24,3,69,2899,Intact Insurance
29,47,5,48,96,6,1996,Allstate
25,2,96,18,57,86,1768,Economical Insurance
38,92,55,87,76,70,2347,Intact Insurance
71,87,4,32,2,85,2225,The Co-operators
11,46,67,74,56,16,2122,Belairdirect
60,93,3,49,41,73,1836,Allstate
36,78,24,78,12,78,1701,Intact Insurance
62,76,12,68,18,80,3073,The Co-operators
83,36,80,7,20,12,1427,Belairdirect
23,89,27,11,95,57,3540,Economical Insurance
17,20,4,94,77,48,1873,Intact Insurance
15,98,15,22,37,51,2235,The Co-operators
74,62,4,89,78,40,3021,Belairdirect
60,52,0,45,74,54,2961,Economical Insurance
13,18,61,6,70,91,1827,Belairdirect
40,58,26,73,78,83,3253,Johnson Insurance
56,33,94,20,80,73,1760,The Co-operators
45,70,67,99,1,91,3151,Allstate
37,83,21,99,64,72,1252,Belairdirect
22,79,21,1,32,54,3246,The Co-operators
99,99,95,57,30,78,1614,Belairdirect
93,72,68,75,52,18,3466,Economical Insurance
68,16,64,31,58,55,1830,The Co-operators
31,93,37,75,79,20,1249,The Co-operators
96,85,8,47,27,62,1169,Allstate
70,85,41,23,13,34,3456,The Personal
82,100,46,25,13,52,2704,The Co-operators
32,59,20,62,21,13,1303,Allstate
19,50,86,69,73,77,2423,Economical Insurance
10,60,53,24,21,94,2097,The Personal
82,65,16,61,48,26,3291,Belairdirect
32,51,77,68,34,0,1751,Economical Insurance
16,32,38,90,66,22,1186,Allstate
80,81,60,96,40,63,2244,Economical Insurance
97,69,57,3,96,73,3240,Economical Insurance
4,36,22,34,83,1,2394,Economical Insurance
14,88,11,52,22,2,3105,The Personal
64,49,16,70,16,49,1341,The Co-operators
12,69,63,56,83,81,1545,Allstate
59,13,98,38,11,10,2362,The Personal
66,2,81,60,21,82,1417,Belairdirect
1,74,23,58,49,83,2868,The Co-operators
62,30,62,59,88,50,2601,Johnson Insurance
16,18,54,95,99,71,1821,The Personal
16,97,65,70,21,43,1560,Intact Insurance
3,9,1,52,1,19,2090,Intact Insurance
13,45,19,67,92,3,2326,Johnson Insurance
21,13,48,46,54,23,2016,The Personal
22,96,81,25,58,73,1225,Economical Insurance
24,79,38,61,92,72,2791,Allstate
93,37,30,36,15,83,1956,Allstate
99,65,23,23,7,24,3253,The Co-operators
11,99,51,85,33,44,1449,Economical Insurance
63,83,58,3,91,75,2169,The Co-operators
45,17,5,60,75,15,2447,Belairdirect
28,12,40,1,44,37,1667,The Personal
79,78,78,5,0,88,1404,The Co-operators
75,53,1,59,11,9,1414,The Personal
56,30,5,86,95,76,1326,Intact Insurance
30,85,69,38,41,47,2636,Intact Insurance
24,72,22,93,6,23,1318,The Co-operators
79,21,57,36,69,8,2966,Intact Insurance
79,40,51,17,28,34,1264,Belairdirect
87,47,62,100,19,42,1925,Belairdirect
94,57,87,42,0,38,1305,Belairdirect
73,98,34,80,19,62,1388,Economical Insurance
27,67,99,12,6,6,1789,The Co-operators
1,17,56,41,46,100,2856,Allstate
78,23,3,42,45,60,1430,Belairdirect
64,90,48,45,81,16,3268,Economical Insurance
67,99,35,38,0,55,2988,Johnson Insurance
25,47,66,39,47,69,3474,Allstate
71,9,76,44,25,29,3329,Belairdirect
82,9,90,83,73,33,3431,Allstate
82,28,93,76,16,93,3591,Economical Insurance
58,97,59,39,34,30,2221,Intact Insurance
95,16,74,48,65,49,2863,Economical Insurance
85,21,91,9,47,82,1758,The Co-operators
77,24,41,30,1,83,1571,The Personal
90,75,79,63,47,65,2576,The Co-operators
22,79,23,60,0,41,1750,Belairdirect
100,72,18,24,30,93,3000,Belairdirect
7,96,73,94,37,32,3230,Johnson Insurance
0,79,45,64,19,76,2648,Johnson Insurance
78,33,23,40,91,99,1713,Intact Insurance
44,51,64,72,59,51,2937,The Co-operators
100,97,45,91,33,12,3266,Allstate
86,36,34,51,81,78,3425,Belairdirect
18,55,94,67,40,80,3006,Intact Insurance
65,47,43,77,19,37,3240,The Personal
68,17,14,50,84,59,1243,Allstate
97,64,81,64,76,9,2595,The Co-operators
11,66,61,37,63,76,2177,Belairdirect
56,32,47,20,5,54,1808,Intact Insurance
67,15,29,28,95,86,1668,Intact Insurance
83,69,10,10,47,51,1284,Economical Insurance
98,57,10,2,36,27,1918,Belairdirect
42,78,88,55,81,8,1762,Johnson Insurance
93,99,53,18,87,1,1164,Belairdirect
19,96,94,94,61,53,1488,Economical Insurance
5,90,93,19,11,4,2190,Johnson Insurance
76,39,9,91,65,44,3568,Intact Insurance
9,15,2,80,15,83,3019,The Personal
70,24,48,99,64,48,3382,Economical Insurance
40,87,71,46,74,76,1663,Intact Insurance
76,30,97,81,43,32,2495,The Personal
11,57,66,33,51,18,1809,Johnson Insurance
40,39,0,91,94,87,2964,The Personal
74,12,79,36,81,42,1750,The Personal
12,41,2,9,62,95,1129,The Personal
77,72,45,60,49,16,2623,Economical Insurance
96,14,51,38,72,8,2882,Intact Insurance
25,56,79,13,11,32,1647,The Co-operators
58,50,96,37,67,85,3394,Belairdirect
33,86,12,11,32,88,2171,Allstate
75,32,78,81,36,95,3097,The Personal
1,19,97,44,21,68,2002,The Personal
29,96,37,75,52,69,2959,Economical Insurance
61,35,11,51,56,11,2029,Belairdirect
61,16,64,8,22,1,3257,Belairdirect
87,13,72,81,41,45,2362,The Personal
16,63,58,64,90,67,1727,Johnson Insurance
60,35,44,4,26,10,1714,Johnson Insurance
37,99,71,59,87,74,1341,Allstate
0,80,92,82,55,52,2223,Allstate
43,95,14,78,48,53,3539,Economical Insurance
31,92,7,50,77,8,1603,The Personal
16,93,86,81,43,30,1462,Economical Insurance
35,88,90,50,64,97,3462,Economical Insurance
53,99,51,56,42,43,1785,Intact Insurance
89,40,99,60,12,93,3352,The Personal
73,16,68,75,97,99,1875,Belairdirect
72,6,16,88,1,35,1194,Belairdirect
30,56,45,20,83,69,1219,Economical Insurance
29,90,42,21,25,35,3210,Allstate
15,20,13,80,75,68,3088,Johnson Insurance
29,93,41,20,94,22,2893,Economical Insurance
40,28,32,45,10,4,1259,Allstate
7,94,43,19,49,78,1771,Allstate
56,30,95,100,49,58,3365,Johnson Insurance
71,53,35,18,52,59,1710,The Personal
32,46,51,56,51,55,2455,The Co-operators
63,35,62,36,75,48,2647,Allstate
6,71,22,19,46,16,1524,Johnson Insurance
95,9,71,92,66,79,2739,Allstate
66,50,32,95,23,34,1390,Economical Insurance
77,42,41,8,93,56,1164,Economical Insurance
1,33,75,41,46,86,3450,Johnson Insurance
86,36,1,89,43,69,2005,The Personal
71,22,30,4,96,11,1277,The Personal
67,53,100,7,59,58,1805,Economical Insurance
13,66,95,23,66,56,1119,The Co-operators
30,67,71,60,43,100,2284,Allstate
86,98,94,14,60,7,1778,Belairdirect
71,7,45,62,69,100,3176,Intact Insurance
66,37,100,4,60,48,2873,The Personal
90,45,27,33,39,97,2645,Johnson Insurance
82,26,44,35,85,22,1742,Allstate
50,93,57,24,18,13,2304,Allstate
4,80,25,1,52,78,1051,Intact Insurance
20,17,15,28,15,84,1118,Allstate
25,0,11,88,88,35,1905,Intact Insurance
14,15,89,33,16,22,2756,The Personal
11,81,54,21,50,60,1134,The Personal
29,74,88,37,56,20,3518,Economical Insurance
89,84,1,6,41,63,1007,Belairdirect
36,40,22,91,81,57,3515,Allstate
61,2,67,69,29,50,2343,The Co-operators
17,73,87,56,83,77,2728,Economical Insurance
74,64,29,53,51,34,2784,The Personal
41,4,31,11,97,95,2664,Economical Insurance
16,48,44,76,30,54,1739,Intact Insurance
44,84,22,8,99,69,3146,The Personal
64,11,59,94,40,11,3222,Belairdirect
21,9,22,83,95,82,3085,Allstate
47,68,13,34,44,43,3425,Intact Insurance
65,77,32,85,72,95,3384,The Personal
4,64,2,69,27,12,2657,The Personal
43,46,25,90,98,49,2112,Economical Insurance
48,67,17,28,32,89,2493,Economical Insurance
51,10,84,50,76,70,1183,The Co-operators
53,60,47,76,61,52,1628,Johnson Insurance
2,38,24,46,22,90,2594,The Co-operators
40,83,94,68,23,95,1406,Johnson Insurance
46,42,59,90,54,63,1593,Allstate
29,56,62,6,52,22,3474,Economical Insurance
76,25,33,74,55,70,1967,The Co-operators
36,38,0,79,69,91,1831,Allstate
18,18,13,45,49,40,3160,Johnson Insurance
85,40,55,36,49,45,3270,Belairdirect
82,70,88,92,79,55,3379,Belairdirect
71,9,62,6,51,78,1629,The Co-operators
56,98,21,28,47,24,3284,Allstate
34,50,26,85,70,31,1067,Belairdirect
80,71,22,71,64,53,2928,Intact Insurance
79,47,71,54,20,11,2449,Allstate
7,89,95,66,36,63,3433,The Personal
44,22,44,17,85,69,1620,Belairdirect
64,51,70,94,94,48,2667,Allstate
34,79,94,77,68,62,3207,Allstate
94,82,82,61,97,0,2211,Allstate
28,50,56,60,46,86,3312,Intact Insurance
65,36,48,100,54,23,3098,Belairdirect
47,28,27,100,20,74,1783,The Co-operators
83,50,67,39,6,75,3159,Belairdirect
76,52,84,38,12,53,2568,Economical Insurance
51,90,68,100,62,3,2198,Belairdirect
80,46,56,0,24,10,3223,Intact Insurance
40,5,44,13,85,50,2751,Belairdirect
48,13,59,71,70,100,2041,Belairdirect
18,77,95,4,51,72,2459,Economical Insurance
91,66,89,64,35,52,3001,The Co-operators
41,71,41,13,5,87,1851,Johnson Insurance
1,58,6,69,68,50,1239,Johnson Insurance
79,49,1,65,48,65,1954,Intact Insurance
74,8,88,27,23,98,3062,The Personal
46,48,41,97,46,2,1291,Economical Insurance
74,10,81,33,37,55,2352,Intact Insurance
30,56,28,91,29,30,3258,Intact Insurance
62,51,89,73,81,98,2517,Intact Insurance
74,56,43,0,9,85,1608,Belairdirect
70,65,33,31,99,71,1680,Johnson Insurance
48,53,3,19,2,56,3234,Allstate
27,93,43,65,31,78,3217,The Co-operators
21,84,81,18,46,61,2082,Belairdirect
21,100,82,93,88,95,1639,Intact Insurance
67,28,18,33,47,68,2885,The Co-operators
71,98,52,77,48,72,3324,Belairdirect
83,75,54,23,56,36,2071,The Personal
58,32,35,61,86,18,2792,Johnson Insurance
92,17,33,33,66,94,2231,Economical Insurance
27,3,8,96,2,30,1120,Allstate
83,34,56,3,49,5,1832,Belairdirect
39,6,19,90,60,99,3446,Belairdirect
19,69,64,21,72,16,2964,Intact Insurance
63,12,77,63,72,76,1623,Allstate
93,19,65,9,99,18,3108,Allstate
26,3,39,59,39,30,1887,Johnson Insurance
51,43,57,28,26,87,1911,Johnson Insurance
98,62,29,73,27,98,1440,Economical Insurance
68,38,41,75,68,24,2522,Economical Insurance
25,46,8,16,57,57,2319,Economical Insurance
63,18,46,63,65,22,2932,Allstate
88,78,8,6,88,50,2191,Economical Insurance
80,83,52,34,50,69,3510,Intact Insurance
83,98,17,17,18,65,3201,Economical Insurance
92,33,72,23,12,35,2242,The Personal
16,35,46,84,60,19,1633,Intact Insurance
55,9,49,83,26,94,1636,Economical Insurance
52,60,25,27,45,90,2130,Allstate
4,1,95,42,96,88,1343,Intact Insurance
9,19,93,32,1,76,2766,Allstate
24,75,30,65,38,84,2840,Allstate
81,70,73,80,2,95,1261,Allstate
34,72,86,43,99,62,1283,The Co-operators
24,59,62,12,21,48,1773,The Personal
50,78,3,41,43,77,1415,Allstate
24,25,68,100,93,6,2565,Economical Insurance
79,22,64,97,61,25,1445,Intact Insurance
79,98,70,53,45,32,3498,Allstate
40,17,79,100,15,59,3411,The Personal
17,21,47,86,3,7,3135,Johnson Insurance
18,21,25,96,17,77,1401,Intact Insurance
90,21,48,81,34,84,1458,The Personal
6,48,97,72,100,77,1390,Belairdirect
64,45,85,33,11,91,3159,Intact Insurance
58,66,53,85,24,41,2155,The Personal
57,89,12,47,94,93,2832,Economical Insurance
23,42,99,62,0,94,2294,Belairdirect
24,99,16,25,78,13,2168,Belairdirect
5,82,90,55,23,55,1638,Belairdirect
59,63,6,51,23,89,2617,Johnson Insurance
30,39,43,44,72,84,3415,Intact Insurance
61,53,8,87,69,12,2103,The Personal
66,86,13,91,99,53,2227,Allstate
18,0,8,24,79,94,2816,Allstate
91,57,43,45,37,63,2570,Johnson Insurance
70,36,60,57,7,74,1915,Allstate
43,79,63,54,3,41,3455,Economical Insurance
37,34,80,39,82,53,3282,Belairdirect
50,62,95,36,23,55,2200,The Personal
93,23,60,25,26,8,1973,The Personal
99,18,71,17,80,23,2865,Economical Insurance
25,69,39,26,73,99,3059,Economical Insurance
5,71,62,82,96,52,3267,The Co-operators
35,100,92,27,100,41,2338,Economical Insurance
66,39,81,90,97,85,2832,Johnson Insurance
49,89,68,83,65,79,2951,The Co-operators
